"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"59",0.121451559460117,0.636204022566887,0.0301196288284128,0.0398356215274063,0.0454819088126873,0.12690725880449
"63",0.0274868022240488,0.666687146104938,0.0272512874358332,0.0634096840650705,0.123345052818519,0.0918200273515912
"64",0.0473439940737627,0.656747458599291,0.0231091780681399,0.0493867760009633,0.0711582879190608,0.152254305338783
"65",0.0366566952915341,0.650766605045468,0.0244567440459885,0.0329876526837163,0.0837259006803034,0.17140640225299
"66",0.110262728866852,0.698320133520958,0.0211308806045605,0.0391334093653957,0.0345897665400537,0.0965630811021805
"70",0.0347844645811344,0.623211871068852,0.127675161507123,0.0543953618798815,0.0692467790354584,0.0906863619275511
"71",0.0427423348284756,0.445826272561065,0.0186627399925068,0.0295852256009846,0.337956077695821,0.125227349321147
"72",0.0304855264707388,0.553368042151651,0.0742387336719788,0.0359342398380236,0.0657432708947318,0.240230186972876
"73",0.25158911567084,0.36128431014678,0.0409963158047999,0.0605699386078717,0.0991634217235727,0.186396898046136
"77",0.068705790148651,0.616709504419766,0.0278826975925835,0.0592800158817514,0.138338129698028,0.08908386225922
"78",0.052034074851508,0.533923220123212,0.0211838731185821,0.0727856333341128,0.217625908837986,0.102447289734599
"79",0.0499610772699927,0.721323055448384,0.033695001981529,0.0723520648786971,0.079403734644827,0.0432650657765703
"80",0.0186021830818358,0.637012467755781,0.0229439343966425,0.0468688168632961,0.0660611751915358,0.208511422710909
"81",0.0430987142007762,0.585816107656701,0.0509111980974142,0.0446305592201845,0.1907566764061,0.0847867444188241
"82",0.0357803250517956,0.74091237957417,0.0208156658349902,0.0604724833032018,0.0512558142379688,0.0907633319978739
"83",0.0390774571083555,0.578097023976084,0.0341431238068904,0.0414735897746699,0.0303484894087799,0.276860315925221
"84",0.040048118009502,0.551244270355791,0.0631989918686167,0.0606131767817491,0.0654298170500463,0.219465625934295
"85",0.0818122400843571,0.504183155327578,0.030624197762986,0.0481257549943087,0.138699555089186,0.196555096741584
"86",0.0276224587245693,0.639679376390954,0.0654213490593123,0.0625528446867268,0.101211523055817,0.103512448082621
"87",0.0286708583893431,0.537667841699085,0.039883802504461,0.0693272448021518,0.126896632507187,0.197553620097772
"88",0.0964807721355751,0.541652610604997,0.0319607015136354,0.0565211663366503,0.114304374985256,0.159080374423886
"89",0.0789207644169156,0.53538187405501,0.173092222929901,0.0583830090058731,0.0960642144533619,0.0581579151389377
"90",0.0364954665499286,0.6976880070758,0.0259934032415911,0.045889238281771,0.0778972052926912,0.116036679558218
"91",0.0274412619955299,0.454810038828687,0.373123363325716,0.0146021577337514,0.038586648564174,0.0914365295521418
"92",0.0567616974270786,0.600933258477028,0.0468944394592253,0.0724393572127979,0.144735788753046,0.0782354586708241
"93",0.0287924846774486,0.496122515539408,0.022493958663792,0.0589235237081425,0.07116852405642,0.322498993354789
"94",0.0437680786462971,0.512774843794017,0.0704827389152138,0.0546095211297239,0.152317050883656,0.166047766631093
"95",0.0331338339898163,0.557651328460586,0.0969770414048522,0.0540484126765552,0.0717751960736567,0.186414187394534
"96",0.0348221899419999,0.535426603781125,0.0250154427982138,0.075929931862757,0.1912464000403,0.137559431575604
"97",0.031641264898853,0.598656611900503,0.0183803997259334,0.0358819245667139,0.0370999500138287,0.278339848894168
"101",0.0300440950274226,0.311040310984663,0.0548250670724729,0.0414351969820012,0.346894920604719,0.215760409328721
"102",0.0578426544258823,0.425677009769785,0.200950003213421,0.0397776336296754,0.0976682166771854,0.178084482284051
"103",0.0389147424011406,0.404105511058607,0.233334451906119,0.0231370602370453,0.0781155515061594,0.222392682890929
"104",0.00159631421760269,0.00195393708135332,0.00497619274067318,0.000343410779341632,0.0943301494969255,0.896799995684104
"109",0.0263101768517034,0.0600395034964172,0.385180978999206,0.00303231510737617,0.0632544184448478,0.462182607100449
"110",0.0448369198027663,0.138159875288361,0.726092387244587,0.0282068960443433,0.0350506002427153,0.0276533213772279
