"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"36",0.0580001792652095,0.531468383890667,0.0210264787297827,0.0743373629734066,0.142121459329876,0.173046135811057
"37",0.0433574168387263,0.610120687277017,0.0217971192241976,0.0942524910984228,0.0679869305876173,0.162485354974019
"38",0.0353004717982591,0.404711911513729,0.00473254665050012,0.040002066536682,0.0457150438598896,0.469537959640941
"42",0.110621760548349,0.492445924281747,0.017959167654034,0.081739076871036,0.074928100181799,0.222305970463034
"43",0.0828802366279004,0.471490462482743,0.0189023194363559,0.066105101214666,0.118195939555497,0.242425940682837
"44",0.0591316900419894,0.544073670746623,0.0136437060449966,0.0734388653085264,0.101514671324439,0.208197396533426
"45",0.0639789087787753,0.52992647916577,0.00353829973514147,0.0657545098822607,0.119687334685658,0.217114467752394
"49",0.235317338373407,0.484348233782397,0.0165061250987706,0.0842126916615442,0.0841634934146818,0.0954521176691997
"50",0.182225799680558,0.435341718964108,0.0381659281936326,0.0817860497022811,0.144670264344648,0.117810239114773
"51",0.248377118365019,0.377146914964913,0.0141347097938649,0.0480919994474638,0.217905359846802,0.0943438975819376
"52",0.351116802267712,0.468105874323716,0.00552487069946634,0.0207075347981915,0.0291422155605194,0.125402702350395
"56",0.15456669761671,0.471264437498776,0.0116147473316174,0.0619233170946609,0.172878449282138,0.127752351176098
"57",0.253208764115768,0.503708909241701,0.0124727168669441,0.0483757246799529,0.087426149825469,0.0948077352701654
"58",0.201985601846761,0.443732179255168,0.00710670250741662,0.0479023182473885,0.076831908139641,0.222441290003625
"59",0.411621389124791,0.445585768587183,0.00339003917876206,0.0440240366972396,0.03619374389433,0.0591850225176949
"63",0.106595966245014,0.665821231148891,0.0116049379077784,0.0835108536902565,0.0814124463560425,0.0510545646520171
"64",0.131723668459937,0.579670650081893,0.00879145408662377,0.0559587127209661,0.0909628046090509,0.132892710041529
"65",0.142171666593218,0.561904348441762,0.00764131610258936,0.0452926438154827,0.0897210686179036,0.153268956429044
"66",0.430538912622285,0.473602400763386,0.0014683178686901,0.0270613195698471,0.0145773628972236,0.0527516862785681
"70",0.0732122294716896,0.596888707048671,0.0859664664430955,0.096601533939035,0.0683411145191878,0.0789899485783215
"71",0.0767622542656088,0.486936801866403,0.0157150550687493,0.0491964806351643,0.281309286948378,0.0900801212156965
"72",0.0962259536095343,0.518124171310583,0.043096494488234,0.0705100191564823,0.0867090479150253,0.185334313520141
"73",0.55308280407791,0.245876642087154,0.00407674486371864,0.0400204271251613,0.0272772069113382,0.129666174934717
"77",0.17082898826231,0.531422176031133,0.0195482629906821,0.0673250638070985,0.136035548035145,0.0748399608736317
"78",0.116017692728412,0.482689416475193,0.010936973860968,0.0897769265561587,0.22346524164947,0.0771137487297984
"79",0.10844730317938,0.685201988147091,0.0218184034905239,0.0661481670041252,0.0889193241219027,0.0294648140569769
"80",0.0634848492283076,0.588621529601046,0.0175875498106247,0.054858011733995,0.0796683186399366,0.19577974098609
"81",0.102428386978575,0.509939120292759,0.0469928733263166,0.0760216044072885,0.212737871355706,0.0518801436393551
"82",0.11483960410961,0.673722511765774,0.00719344107005347,0.0360540289461526,0.0976308423799871,0.0705595717284233
"83",0.128125595086809,0.630341114207988,0.00315078579704064,0.0495712416166297,0.0215471120738936,0.167264151217639
"84",0.073994218210743,0.540378614509693,0.0549673376187996,0.0743763726539774,0.0652247049758393,0.191058752030948
"85",0.152394151322033,0.436287043086511,0.0342105968182632,0.0680368056365554,0.11693517945588,0.192136223680758
"86",0.0428881373380323,0.591614662878208,0.0614647936865284,0.0724986422759273,0.123907794834618,0.107625968986686
"87",0.0566013140078711,0.530403909073356,0.024968025325177,0.0881126041202805,0.126992556567043,0.172921590906272
"88",0.237323109497054,0.446737140138356,0.0125586160713577,0.0627624155030683,0.117371232683174,0.12324748610699
"89",0.104417123937567,0.533875587379828,0.123093310966025,0.101024661263071,0.0861829222369839,0.0514063942165252
"90",0.0808242027252534,0.670884564358116,0.0184026856012293,0.0697533683612728,0.0780874312740096,0.082047747680119
"91",0.0430620070051703,0.377717228422796,0.404135384145517,0.0681891210137084,0.048143784108178,0.0587524753046307
"92",0.0822512209856006,0.626160709705776,0.0489407119451104,0.0895143947915083,0.102482537633941,0.0506504249380635
"93",0.04555037789798,0.481757887998951,0.0170080166522635,0.0627323119286728,0.0981929301871347,0.294758475334998
"94",0.0818223984629267,0.539690342242983,0.0439005981081962,0.0921833993294886,0.108861833042114,0.133541428814291
"95",0.0689320701700489,0.500029862454596,0.0904608295688222,0.0984228424432137,0.0850730198208257,0.157081375542494
"96",0.0480533611130223,0.532654767199891,0.0243819103056297,0.0919110628674742,0.202883490326138,0.100115408187845
"97",0.0476831295459383,0.628806727793713,0.00971290830531733,0.0746518697194486,0.0381439158940825,0.2010014487415
"101",0.0577141508064814,0.296957107740664,0.0571734972904465,0.0549750518597813,0.369754666365344,0.163425525937284
"102",0.110128916096499,0.335876867259253,0.183224422179003,0.0716029937243293,0.111005212970061,0.188161587770855
"103",0.0568672232455882,0.360275866217186,0.197444331412642,0.0735499200454455,0.118216178196293,0.193646480882846
"104",0.00677675651842933,0.00210722094613314,0.00524248651203108,0.00344693302254914,0.173328190999337,0.809098412001521
"109",0.0223650637265965,0.0444791622932339,0.411694554375299,0.0475124386115847,0.0749773675370818,0.398971413456204
"110",0.0200830450973311,0.141633505113722,0.641460171555262,0.133916610445908,0.0372885180949746,0.0256181496928014
