"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"73",0.251589115670841,0.36128431014678,0.0409963158048001,0.0605699386078718,0.0991634217235721,0.186396898046136
"77",0.0687057901486513,0.616709504419766,0.0278826975925837,0.0592800158817515,0.138338129698028,0.0890838622592203
"78",0.0520340748515082,0.533923220123212,0.0211838731185822,0.0727856333341128,0.217625908837985,0.102447289734599
"79",0.0499610772699929,0.721323055448384,0.0336950019815291,0.0723520648786971,0.0794037346448266,0.0432650657765704
"80",0.018602183081836,0.63701246775578,0.0229439343966427,0.0468688168632963,0.066061175191536,0.208511422710909
"81",0.0430987142007762,0.585816107656701,0.0509111980974144,0.0446305592201845,0.1907566764061,0.084786744418824
"82",0.035780325051796,0.740912379574169,0.0208156658349905,0.0604724833032019,0.0512558142379688,0.0907633319978739
"83",0.0390774571083558,0.578097023976083,0.0341431238068907,0.04147358977467,0.0303484894087799,0.276860315925221
"84",0.0400481180095021,0.55124427035579,0.0631989918686169,0.0606131767817492,0.0654298170500461,0.219465625934296
"85",0.0818122400843569,0.504183155327578,0.0306241977629862,0.0481257549943087,0.138699555089186,0.196555096741584
"86",0.0276224587245696,0.639679376390953,0.0654213490593124,0.0625528446867265,0.101211523055817,0.103512448082622
"87",0.0286708583893433,0.537667841699084,0.039883802504461,0.0693272448021519,0.126896632507188,0.197553620097772
"88",0.0964807721355754,0.541652610604997,0.0319607015136355,0.0565211663366505,0.114304374985256,0.159080374423886
"89",0.0789207644169162,0.53538187405501,0.173092222929902,0.0583830090058731,0.0960642144533619,0.0581579151389377
"90",0.0364954665499288,0.697688007075799,0.0259934032415913,0.0458892382817711,0.0778972052926912,0.116036679558218
"91",0.0274412619955302,0.454810038828686,0.373123363325717,0.0146021577337514,0.0385866485641738,0.0914365295521419
"92",0.0567616974270792,0.600933258477027,0.0468944394592256,0.0724393572127981,0.144735788753045,0.0782354586708242
"93",0.0287924846774486,0.496122515539409,0.0224939586637921,0.0589235237081424,0.0711685240564202,0.322498993354788
"94",0.0437680786462975,0.512774843794016,0.0704827389152143,0.0546095211297242,0.152317050883655,0.166047766631092
"95",0.0331338339898162,0.557651328460586,0.0969770414048526,0.0540484126765553,0.0717751960736557,0.186414187394534
"96",0.034822189942,0.535426603781124,0.0250154427982138,0.0759299318627571,0.1912464000403,0.137559431575604
"97",0.0316412648988533,0.598656611900502,0.0183803997259335,0.0358819245667139,0.0370999500138288,0.278339848894168
"101",0.0300440950274227,0.311040310984664,0.0548250670724732,0.0414351969820011,0.346894920604718,0.215760409328721
"102",0.0578426544258826,0.425677009769784,0.200950003213421,0.0397776336296753,0.0976682166771853,0.178084482284051
"103",0.0389147424011407,0.404105511058607,0.233334451906119,0.0231370602370452,0.0781155515061592,0.222392682890929
"104",0.00159631421760269,0.00195393708135331,0.00497619274067318,0.000343410779341629,0.0943301494969256,0.896799995684104
"109",0.0263101768517035,0.0600395034964172,0.385180978999206,0.00303231510737616,0.0632544184448477,0.462182607100449
"110",0.0448369198027663,0.138159875288361,0.726092387244587,0.0282068960443433,0.0350506002427152,0.0276533213772278
