,n01-OSNs,n02-PGC-1,n03-GC-1,n04-Immature,n05-PGC-2,n06-Transition,n07-GC-2,n08-PGC-3,n09-GC-3,n10-GC-4,n11-GC-5,n12-GC-6,n13-AstrocyteLike,n14-GC-7,n15-M/TC-1,n16-M/TC-2,n17-M/TC-3,n18-EPL-IN
10250_10350,1.1092167675495148,0.06996991969645024,0.06251716427505016,0.02209596959874034,0.05122477356344461,0.7754347741603851,0.4094181150197983,0.01875086221843958,0.13972775638103485,0.0997784424573183,0.2816659823060036,0.18377994671463965,0.06208923924714327,0.10897203758358956,0.40577067732810973,0.060928243957459924,0.6522634446620941,0.08472799062728882
10250_10450,0.5792849957942963,0.10276797153055668,0.09715216383337974,0.006296135950833559,0.023315557185560463,0.5907935380935669,0.5820925951004028,0.05221728216856718,0.2435073658823967,0.05130331087857485,0.14492601826786994,0.11643461622297764,0.036861339956521987,0.21417115852236748,0.5419692695140839,0.11076229251921177,0.16387205943465233,0.2920114278793335
10250_10550,0.4429826274514198,0.11394170075654983,0.0466740258038044,0.08344881236553192,0.00973027036525309,0.7320546537637711,0.5473369568586349,0.06559494398534298,0.33264253437519076,0.07081708498299122,0.20471740737557412,0.16162762939929962,0.03613900113850832,0.071914891153574,0.5234735697507858,0.05147268082946539,0.3886095494031906,0.06292674541473389
10250_10650,0.12849998474121094,0.06722971089184285,0.023986928910017014,0.0073789187008515,0.1090349230915308,1.4115985214710236,0.5088861554861068,0.08287555389106274,0.45725513249635696,0.004094182676635682,0.3214148640632629,0.3353918716311455,0.019689105171710256,0.18524257093667984,0.6384177893400192,0.09616893455386162,0.5049909681081772,0.14482729211449624
10250_10750,0.15782034620642663,0.14479252099990844,0.0656023696064949,0.010146055882796646,0.013783300900831819,1.285975170135498,0.7124015808105468,0.009296241216361523,0.28308978825807574,0.06311320625245571,0.30511225014925003,0.2301258198916912,0.018481249175965785,0.12147972546517849,0.6487493097782135,0.11098028011620045,0.2811737656593323,0.13758545592427254
10250_10850,0.11909699104726315,0.06907452084124088,0.02229773933067918,0.0025007213465869428,0.013050416251644492,0.9218145430088043,0.5264828860759735,0.009851448656991123,0.6950993359088897,0.006397379166446626,0.5542724758386612,0.25690578669309616,0.015323305362835526,0.08732329793274403,0.7999098658561706,0.033805289305746555,0.5615002691745759,0.1734347440302372
10250_9950,0.870806023478508,0.00929178148508072,0.04593205600976944,0.0012432177783921361,0.0014045883377548306,0.1398977093398571,0.26381752341985704,0.002737822732888162,0.11580058634281158,0.0252282022498548,0.007802844839170576,0.000982919632224366,0.03062716294080019,0.20373617634177207,0.3685021623969078,0.004178979038260877,0.04151194579899311,0.007168895145878196
10350_10050,0.6714583218097687,0.048143226839601996,0.06954215168952942,0.006693294341675937,0.011858739238232375,0.8707765996456146,0.005955008626915515,0.07845157273113727,0.09137443788349628,0.036201251298189165,0.00035168993636034427,0.00012891451042378323,0.009466292103752494,0.003453295351937413,0.39261009991168977,0.06753982305526733,0.06266774199903011,0.0970741081982851
10350_10150,0.8956565409898758,0.041975696571171284,0.05613893046975136,0.008657781034708023,0.0056804705178365115,0.6617866963148117,0.019294223934412002,0.05271609146147967,0.22391568049788474,0.0022188230068422854,0.0011297236545942725,0.00036019096296513453,0.11686446443200112,0.032020226866006855,0.47624860256910323,0.11103316247463227,0.021796748880296944,0.12521572411060333
10350_10250,0.8840555220842361,0.23197352662682533,0.10329078324139118,0.001831628690706566,0.011163017433136701,0.7871902406215667,0.01846558917313814,0.10739358477294444,0.12848755791783334,0.0014892317296471447,0.0013182563823647797,0.014856967190280557,0.060425651259720325,0.270032262802124,0.4639321744441986,0.09178266562521457,0.12770380228757858,0.0858807262033224
10350_10350,1.2568771123886109,0.2800280094146729,0.28116737455129626,0.011099676182493568,0.134797902405262,1.0717518866062163,0.22610683962702752,0.06400889940559865,0.1378237046301365,0.012555870600044728,0.0027260401635430752,0.008219503099098802,0.16620252877473832,0.1267371006309986,0.5347672313451767,0.06464144624769688,0.13835888877511024,0.2009089395403862
10350_10450,1.4651683628559113,0.4069590911269188,0.24068677425384521,0.0049950585700571535,0.1831445313990116,1.3442659437656403,0.3075930118560791,0.08347005732357501,0.15847933143377305,0.11133806072175503,0.030681615136563777,0.13759782463312148,0.07336671352386474,0.05128031373023987,0.5436082601547241,0.1365593418478966,0.645386004447937,0.2850073158740997
10350_10550,0.6418929398059845,0.11811669021844864,0.15586332604289055,0.007280583772808313,0.16540617421269416,1.0232916831970216,0.10011089406907558,0.06592037715017796,0.20784146338701248,0.06323332041501999,0.004610862676054239,0.020018248911947013,0.08335436955094337,0.18777627125382423,0.4567320093512535,0.145530117303133,0.14643686562776564,0.15895009264349938
10350_10650,0.40665808618068694,0.06125295497477055,0.2407073199748993,0.013659129245206713,0.010285493778064847,1.4420473635196687,0.09048605524003506,0.17176589071750642,0.24031966626644136,0.05384473334997893,0.1483143649995327,0.09369754195213317,0.03233492560684681,0.17178617864847184,0.5298264443874359,0.22621558830142022,0.25054971873760223,0.09314851462841034
10350_10750,0.6343017756938935,0.30053763687610624,0.16735341176390647,0.007150031439960003,0.0273521950468421,1.2949712514877318,0.45589368492364885,0.0727908093482256,0.24489933848381043,0.031645029224455355,0.11230659857392311,0.18702994734048844,0.043063994869589804,0.5165505230426788,0.45240460634231566,0.043921972066164015,0.2394554264843464,0.17349912896752356
10350_10850,0.35224509984254837,0.025092029105871917,0.40239948630332945,0.005292246583849192,0.027544317580759526,1.4945307910442351,0.18826234713196754,0.1124086283147335,0.24304698258638383,0.035345420427620414,0.1642433613538742,0.13628691360354422,0.06527452357113361,0.2596432402729988,0.5107111394405365,0.08443315774202347,0.3231107234954834,0.14976959004998208
10350_10950,0.2107755236327648,0.22024273201823236,0.10078364312648773,0.009272379754111172,0.01359954494982958,1.0996119141578675,0.3142589345574379,0.03507741913199425,0.5202618837356567,0.08134401887655258,0.3858172848820686,0.18132533207535745,0.039320646226406096,0.43071861416101453,0.5845222353935242,0.050296861492097375,0.5873433977365494,0.1639284946024418
10350_11050,0.016088894102722406,0.0633750531822443,0.02083009732887149,0.0025515622808597984,0.007619965076446533,0.7184309303760529,0.2624624282121658,0.02648335788398981,0.01375394412316382,0.17690888345241548,0.0067493471316993235,0.002657537302002311,0.004921817989088595,0.02604730799794197,0.2097845993936062,0.09085110053420067,0.0823629129678011,0.01588974315673113
10350_9750,0.050008545443415646,0.03308998793363571,0.005090394336730242,0.0024837986915372313,0.001790331007214263,0.5474287509918213,0.002074016071856022,0.23976071327924728,0.011545017687603831,0.10106051228940487,0.00030493161466438323,0.0004203697681077756,0.006069788080640137,0.0016934733605012298,0.15772479474544526,0.1539655216038227,0.12153245061635971,0.004188333940692246
10350_9850,0.47841216176748275,0.056089346297085285,0.08619020767509937,0.011395745305344462,0.031355933472514155,0.6631541460752487,0.00602849880233407,0.07168720588088036,0.21739418655633927,0.01351100979372859,0.0004771078325575218,0.0003745199981494807,0.03713283333927393,0.022729009203612805,0.42467658668756486,0.06878596767783166,0.13317714333534242,0.1890256181359291
10350_9950,0.45520644783973696,0.008537882752716542,0.08462396562099457,0.0012319037050474435,0.009834456071257592,0.8461472690105438,0.006941867410205305,0.06055620796978474,0.16831693425774574,0.0012721581791993231,0.0005368846701458097,0.0005028849729569629,0.027103532664477827,0.007203377922996879,0.45813691020011904,0.1346337229013443,0.0435480359941721,0.18223526701331139
10450_10050,0.9169257164001465,0.13799313083291054,0.06375213004648686,0.008838078938424587,0.07087789922952652,0.7767035692930222,0.06470865346491336,0.10985391885042191,0.03559517674148083,0.004245833377353847,0.001306798349833116,0.003960052249021828,0.11792638041079044,0.10970089845359325,0.508944234251976,0.16360312402248384,0.14146655946969985,0.09568724110722542
10450_10150,1.2051441848278046,0.20450838953256606,0.33025356829166413,0.07436592876911163,0.07246010527014732,0.6708261579275131,0.01545357508584857,0.09679238833487033,0.11003901660442353,0.004370246268808842,0.00046864777978044,0.0002965187552035786,0.08660193979740143,0.022746882773935793,0.46289409399032594,0.17712634801864624,0.05232683997601271,0.24417864978313447
10450_10250,1.74255890250206,0.45833381712436677,0.1398833177983761,0.09351002871990204,0.13746431171894075,0.9740774363279343,0.2897627025842667,0.3291026085615158,0.1749957524240017,0.04444445706903934,0.31425790786743163,0.14029683098196982,0.254013130068779,0.17700341418385507,0.6257672309875488,0.467631097137928,0.9459161728620529,0.35915340632200243
10450_10350,0.8145686984062195,1.1693676650524139,0.6729876339435578,0.04240559060126543,1.0435341536998748,1.0462361574172974,0.08160115964710712,0.5881019324064255,0.19743839353322984,0.2640810027718544,0.04218187611550093,0.21578913033008576,0.1283053755760193,0.058492770232260224,0.9298965275287628,0.8205573618412018,0.864050543308258,0.4907274067401886
10450_10450,0.408468496799469,0.8590699255466461,1.0684294044971465,0.02061650510877371,0.9456742972135543,0.9608209431171417,0.32806196808815,0.07226552665233613,0.13940836787223815,0.1121869519352913,0.05165410153567791,0.1574802465736866,0.06462482064962388,0.06408684141933918,0.859156209230423,0.5855615228414536,1.3597721099853515,0.4177536353468895
10450_10550,0.3816520571708679,0.8984347313642502,0.7689044117927551,0.013444314943626523,0.6748056530952453,0.9489935785531998,0.1988047793507576,0.12034980468451976,0.2663350388407707,0.15799219459295272,0.04395803529769182,0.31381552666425705,0.07582041956484317,0.07345316708087922,0.8975978195667267,0.3464626356959343,0.8493280053138733,0.6254857808351517
10450_10650,0.25092504173517227,0.4809881061315536,0.3834968045353889,0.007930397288873792,0.1619447097182274,1.6109975576400757,0.3581079214811325,0.26569155007600787,0.14447299242019654,0.10770866721868515,0.1127712968736887,0.09205901697278022,0.06047593057155609,0.12322077564895154,0.5897632390260696,0.4153356492519379,0.5888340324163437,0.33805050551891325
10450_10750,0.9428953349590301,0.3899704322218895,0.25171768963336943,0.015266343811526894,0.13743799328804016,1.6971115946769715,0.6007592618465424,0.0860448159277439,0.13722223415970802,0.1340738855302334,0.05763947162777185,0.037977788224816324,0.09880216754972934,0.20149623677134515,0.5638585031032562,0.26337444335222243,0.42211658507585526,0.309933066368103
10450_10850,0.9806577742099762,0.1378758929669857,0.44912323355674744,0.018017884436994792,0.02160291401669383,1.0932923555374146,0.06471090838313102,0.061889175698161124,0.2864825129508972,0.008448661025613546,0.04695457518100739,0.019788214471191168,0.18322059884667397,0.25477406233549116,0.7069067507982254,0.10165386125445366,0.06976848281919956,0.2671279892325401
10450_10950,0.5203040659427642,0.10999796241521835,0.17131147682666778,0.1138302057981491,0.05942692421376705,0.72611663043499,0.05626225881278515,0.14101822525262833,0.323061540722847,0.014473416563123464,0.000885337169165723,0.00085977133421693,0.4494477152824402,0.11869587898254395,0.5602913975715638,0.3089394375681877,0.010279416153207422,0.14466103836894034
10450_11050,0.564671766757965,0.08198118656873703,0.1615586631000042,0.040039074048399924,0.016809308994561435,0.5182675004005433,0.2790171205997467,0.044677806459367274,0.16615481302142143,0.11478317901492119,0.273139463365078,0.07009316049516201,0.04011188186705113,0.2639247104525566,0.5400106221437454,0.06338236965239048,0.27423048466444017,0.03693724256008864
10450_11150,0.03745738696306944,0.20209044739603996,0.011751180980354548,0.02125564208254218,0.03786427807062864,0.1171025738120079,0.22757947519421579,0.008899269951507449,0.1538097932934761,0.019715631566941737,0.10845567137002946,0.13522467985749245,0.007614686037413776,0.057276333682239056,0.4182701945304871,0.030521000549197198,0.07099132612347603,0.19442282989621162
10450_7750,0.022323916666209698,0.0024606368853710594,0.0029800405260175466,0.0010223854857031255,0.0030713084270246327,0.16944776922464372,0.023607835918664933,0.0018067589844577014,0.0250302960164845,0.0023392248433083294,0.0586977381259203,0.4659093052148819,0.005449573649093509,0.02113529071211815,0.31508131325244904,0.0022902381722815337,0.006176292314194143,0.02890132451429963
10450_7850,0.15506192669272423,0.056738990172743795,0.08427817188203335,0.09355170615017415,0.340536530315876,0.7633525788784027,0.4859883025288582,0.007391175394877792,0.45536798387765887,0.005623113946057856,0.10015275478363037,0.05451211165636778,0.010824707895517349,0.028043436538428067,0.33383601903915405,0.17683885917067527,0.5051198422908783,0.030648149922490122
10450_7950,0.15212184488773345,0.0395363686606288,0.10540223717689515,0.01987603269517422,0.14104883819818498,1.0688238978385924,0.536605304479599,0.026656356267631055,0.20950208753347396,0.028528778906911613,0.1248986080288887,0.163504558801651,0.018400283809751273,0.16440917402505875,0.45223883986473085,0.1282456710934639,0.26962805837392806,0.13466662019491196
10450_8050,0.09622523412108422,0.15622978284955025,0.07334749661386013,0.02792970445007086,0.04464766774326563,0.4101108655333519,0.29379595518112184,0.00679125189781189,0.2152708075940609,0.029778811242431404,0.5244529515504837,0.3886866718530655,0.018469257932156324,0.08768330551683903,0.7535866856575012,0.02917488431558013,0.4736460238695145,0.044005506113171576
10450_8150,0.27657111287117003,0.040113146975636484,0.1517274022102356,0.024564099498093128,0.04002375844866037,2.1285996198654176,0.2788712114095688,0.023921737726777793,0.3220664218068123,0.03653104547411203,0.23139208778738976,0.21397555917501448,0.0503070218488574,0.17490612864494323,0.7944982707500458,0.04904826041311026,0.6303703039884567,0.08633107580244541
10450_8250,0.11996941044926644,0.04626251943409443,0.0650933776050806,0.004734997171908617,0.043305444344878194,0.9506780207157135,0.17659426480531693,0.020177832804620266,0.12297311536967755,0.3221480503678322,0.35067836940288544,0.1789531648159027,0.015579094970598817,0.03981056585907936,0.46441742926836016,0.029278421495109796,0.5988660961389541,0.03142575584352016
10450_8350,0.4636963799595833,0.0713455893099308,0.014751219283789396,0.0009634449292207137,0.002748818579129875,0.17933334633708,0.041785131208598614,0.006398832402192057,0.08002111427485943,0.0010589124634861947,0.010641175275668501,0.0014366900373715906,0.0166745618917048,0.017874759156256914,0.03911338187754154,0.002139324590098113,0.003761420724913478,0.014213224593549968
10450_9450,0.16338128596544266,0.0033083098707720636,0.004191611427813768,0.059095280431211,0.0020911449566483496,0.20935368165373802,0.21113052740693092,0.0021723036305047573,0.028836249187588692,0.002307423437014222,0.6835645437240601,0.010099592106416823,0.020708353351801635,0.12701351940631866,0.1186910804361105,0.0024130759411491454,0.08834307342767715,0.03170305378735065
10450_9550,1.646378356218338,0.07388004772365094,0.03931664489209652,0.016517821047455073,0.07165931239724159,0.9133029341697693,0.017731416132301094,0.009114127606153488,0.10240299515426159,0.03677472751587629,0.0019139407493639737,0.01518677561543882,0.05438812915235758,0.009050846612080932,0.3634606748819351,0.0652859665453434,0.20395402759313583,0.041468420438468455
10450_9650,0.37722641229629517,0.05868214759975672,0.006968754180707038,0.10794897787272931,0.0015102003584615887,0.5002757459878922,0.002508940582629293,0.005909235589206219,0.003334855358116329,0.0016084918461274356,0.004549224185757339,0.1375409297645092,0.013317767949774862,0.005976709350943565,0.2649103730916977,0.24924064427614212,0.010551575152203441,0.005735446535982192
10450_9750,0.3861324369907379,0.16180348098278047,0.03704719822853804,0.001285993552301079,0.008546799002215267,0.8649498850107193,0.06740094982087612,0.00906589962542057,0.11804587841033935,0.022260464914143085,0.09270951449871064,0.0037517011049203576,0.022398166917264463,0.04467392265796662,0.4259325459599495,0.06731857322156429,0.07853873744606972,0.2791747361421585
10450_9850,0.3596732497215271,0.01622561877593398,0.04325482733547688,0.0026017325348220766,0.0014493862865492702,0.7754914253950119,0.007776360283605755,0.0921872928738594,0.04689679369330406,0.031946353055536746,0.0016760241414885968,0.002407328283879906,0.01137833371758461,0.007259262725710869,0.39692932069301606,0.06534690335392952,0.0016418348241131753,0.23290890231728553
10450_9950,0.4243386507034302,0.05393964946269989,0.1291142836213112,0.0031775173265486956,0.012463583517819643,0.7647166848182678,0.0215165626257658,0.09390900060534477,0.04940578509122133,0.002631032548379153,0.0005868965003173798,0.00032975720678223296,0.11664378270506859,0.08559163697063923,0.410573910176754,0.07796700596809387,0.1384630836546421,0.16139530688524245
10550_10050,0.6131738185882568,0.6999649107456207,0.08340641930699348,0.005036903615109623,0.4323789909482002,0.8641198009252549,0.07955012060701847,0.35530986040830614,0.1860308863222599,0.02021816596388817,0.004057181533426046,0.012903303373605013,0.10893510617315769,0.06726903617382049,0.6243432581424713,0.10032522976398468,0.35512140244245527,0.24770397916436196
10550_10150,1.196868509054184,0.5431498169898987,0.3009194776415825,0.053090401366353034,0.26610779464244844,1.065297544002533,0.046165802888572215,0.17933351546525955,0.12933896481990814,0.04453819133341312,0.019065173622220755,0.2537731245160103,0.22196802645921707,0.09133386239409447,0.6327030211687088,0.44112360328435896,0.7500222563743592,0.298609521985054
10550_10250,0.462175527215004,0.7767577409744263,0.5452638387680053,0.015753897186368705,0.9391919553279877,1.0224311351776123,0.08337925560772419,0.13902101442217826,0.16497590392827988,0.09537313245236874,0.008527887379750609,0.23656989261507988,0.10421912856400013,0.03902279678732157,0.7809915214776992,0.677563214302063,1.0202341437339784,0.38679230511188506
10550_10350,0.11563616134226322,1.9075777351856231,0.5332040905952453,0.014848521677777171,3.31830233335495,0.4848859593272209,0.047262695617973804,0.3083636283874512,0.12987905219197274,0.33901373445987704,0.47523420453071596,0.8081072092056274,0.05236666481941939,0.0349642800167203,1.6912074983119965,1.1358603298664094,6.882479834556579,0.2729593560099602
10550_10450,0.11041647493839264,0.7699234187602997,0.8794312506914139,0.014106159890070557,1.4966315925121307,0.39342868924140934,0.03365600015968084,0.40449837446212766,0.1218529112637043,0.23246243149042128,0.7048198282718658,0.7118224322795867,0.05303333718329668,0.024501983355730773,1.3939481914043426,1.374802190065384,7.167243146896363,0.07725035101175308
10550_10550,0.13198005482554437,0.8470627039670944,0.39326650053262713,0.03599429894238711,1.6155132889747619,0.809846717119217,0.08395658805966377,0.20063522681593896,0.422936150431633,0.1762034513056278,0.19348885715007783,0.777243834733963,0.058267769031226636,0.04238628800958395,1.0548264324665069,0.611523512005806,3.64573358297348,0.5760607928037643
10550_10650,0.138112436234951,0.5246125102043152,0.1094780270010233,0.021441475953906775,0.4158259153366089,0.8401227116584777,0.09573005102574825,0.2827847570180893,0.2116701252758503,0.23053762391209603,0.28320485204458234,0.6964418381452561,0.048684052564203745,0.06411849856376647,1.0887063026428223,0.6288282364606858,1.9820288956165313,0.4390918746590614
10550_10750,0.6230843782424926,0.3366586297750473,0.1890896126627922,0.10798313654959202,0.5831103771924973,1.213149183988571,0.08536885529756547,0.47234283685684203,0.1861006088554859,0.24510409086942672,0.18731424808502198,0.25590119063854216,0.13002648204565048,0.09580091759562492,1.0075742304325104,0.3960410714149475,2.103984296321869,0.2912827253341675
10550_10850,0.7694149315357208,0.31059895604848864,0.45173815488815305,0.012555738072842361,0.5468274027109146,1.5045846581459046,0.06766632720828057,0.05784592181444168,0.39385546296834945,0.11287467330694198,0.03036016384139657,0.25504868626594546,0.12188158221542836,0.055198705196380614,0.8181871056556702,0.33884538561105726,0.9346369355916977,0.40668728947639465
10550_10950,1.0335844814777375,0.3019029304385185,0.5238616019487381,0.030303508788347245,0.29652483612298963,1.5162660241127015,0.1642929956316948,0.07064960114657878,0.3040651738643646,0.028619330283254384,0.016862060129642486,0.05300275571644306,0.1452446036040783,0.04756310153752565,0.5170024335384369,0.3288795739412308,0.3263539493083954,0.2749009504914284
10550_11050,0.49090701937675474,0.07734671495854854,0.28071230798959734,0.06695777773857117,0.045225577615201476,0.9349997222423554,0.03140966407954693,0.0074011221760883926,0.1400079682469368,0.021856809314340354,0.0011501743516419082,0.0006500447227153928,0.11533481329679489,0.04719467666000128,0.507218936085701,0.21038112863898278,0.11815041899681092,0.19809379652142525
10550_11150,0.5139447033405304,0.2691842898726463,0.07845066115260124,0.0007820501079550013,0.05992157086730003,0.8179891616106033,0.0516315683722496,0.07493257522583008,0.14920166954398156,0.004614617326296866,0.001120222214376554,0.0037676837062463166,0.024154156260192395,0.02411875445395708,0.4814677104353905,0.24137883484363556,0.026733038295060397,0.2719296798110008
10550_11250,0.11427118331193924,0.019454384781420232,0.08602277301251889,0.00039988220669329166,0.24386951625347136,0.8622629404067993,0.07066588215529919,0.005143220582976937,0.011514035752043128,0.0016037121997214854,0.008392109349370003,0.0026173434918746355,0.025507208332419398,0.7670192509889603,0.41296583116054536,0.10496284700930118,0.16063268408179282,0.042595336027443406
10550_7550,0.020150941982865333,0.006019412027671933,0.005000120308250189,0.0013212026038672776,0.014950158866122365,0.1521456427872181,0.015545053314417601,0.01797087471932173,0.01225830726325512,0.0007411937549477443,0.4872789949178696,0.011229813192039728,0.028773725125938655,0.014438677718862892,0.13060121685266496,0.0010496311006136239,0.001989871123805642,0.01574304308742285
10550_7650,0.2990400642156601,0.031055981665849684,0.025719541776925325,0.0077059367205947644,0.2790425181388855,0.8622611612081528,0.020855475589632987,0.03370913285762071,0.06258415058255196,0.08309101425111294,0.04575754553079605,0.29813632667064666,0.040074508450925354,0.042371769435703754,0.38615078330039976,0.04491554070264101,0.14848483502864837,0.11951510086655617
10550_7750,0.7312267690896987,0.020569637604057788,0.3172470673918724,0.03225413430482149,0.012544186227023602,0.8745437443256379,0.17993154302239417,0.08273175321519374,0.23336647376418113,0.10414240509271622,0.4642247214913368,0.013959272950887681,0.065958346799016,0.15274346619844437,0.4827765762805939,0.17814177349209787,0.38699440807104113,0.1420171618461609
10550_7850,0.35481601506471633,0.3109325557947159,0.044947456941008566,0.10603874772787095,0.06131580714136362,0.6675122916698456,0.339533294737339,0.05857805646955967,0.3146579280495644,0.13940104767680167,0.21547443196177482,0.057934326305985454,0.04019731376320124,0.14917309507727622,0.5600680112838745,0.1938162013888359,0.3808567255735397,0.047376660630106926
10550_7950,0.9437936693429947,0.2964522123336792,0.11340585462749005,0.05558037739247084,0.035696545243263246,1.3878755211830138,0.06587428115308284,0.04708588756620884,0.3584028795361519,0.06779051087796688,0.03603073805570602,0.1797584228217602,0.11356007978320122,0.03722771480679512,0.4485402777791023,0.0618941655382514,0.5017102301120758,0.24946052059531212
10550_8050,1.3693443775177,0.3149575278162956,0.034853716380894184,0.015174022410064936,0.1757128618657589,1.4482592940330505,0.12066715732216834,0.12455303780734539,0.11354978345334531,0.05678904317319393,0.026774785947054625,0.23571741133928298,0.07595980726182461,0.13497880846261978,0.4445522457361221,0.1587857261300087,0.5772493153810501,0.18661221563816072
10550_8150,0.5503242999315262,0.04758487641811371,0.27665848582983016,0.06869026310741902,0.024431583005934954,0.7620526015758514,0.19423856735229492,0.0656129527837038,0.0924265779554844,0.13409019261598587,0.1852166511118412,0.24741638600826263,0.06358142010867596,0.261765730381012,0.5330094635486603,0.21633014529943467,0.3142551466822624,0.22606495320796965
10550_8250,1.2467291831970215,0.06987752765417099,0.07569938786327839,0.14680328592658043,0.29177906066179277,0.585908579826355,0.4477693274617195,0.04226304814219475,0.1445727601647377,0.010945377685129643,0.32592384815216063,0.07668037824332714,0.06789929904043675,0.21538267582654952,0.4890770956873894,0.16609112545847893,0.32626110315322876,0.21829089820384978
10550_8350,1.480310434103012,0.05418231226503849,0.3181630626320839,0.13123263344168662,0.08051739260554314,0.9100430607795715,0.01684169676154852,0.055065706931054594,0.07554372809827328,0.024009977374225853,0.004485009843483568,0.194502741843462,0.13304160982370378,0.03235178720206022,0.4458105206489563,0.11387438215315342,0.29339118450880053,0.10162598937749863
10550_8450,1.4217406868934632,0.1347113333642483,0.3997865170240402,0.05685207322239876,0.032693317905068395,0.5118138760328292,0.2358899600803852,0.013251036731526257,0.35498417019844053,0.012529867608100176,0.005609845533035696,0.019636009726673363,0.12796295434236526,0.2121033988893032,0.4643302530050278,0.17219758853316308,0.24023391380906106,0.2792836666107178
10550_8550,1.7494938552379609,0.10189402885735035,0.013408471876755357,0.008474381780251861,0.06071411427110433,0.8414400100708008,0.0086398814804852,0.006406655092723668,0.025248149875551462,0.04987622946500778,0.0041419254848733544,0.06928703188896179,0.17417942062020303,0.03294968064874411,0.46148633360862734,0.025914489384740592,0.32359139174222945,0.13516731411218644
10550_8650,1.652524507045746,0.007568606897257269,0.014508860791102052,0.013839134946465492,0.0903079591691494,0.48111955225467684,0.008448999281972647,0.025195664912462234,0.05837116800248623,0.021237709373235703,0.0023894120589829982,0.08670453801751137,0.11453678235411643,0.007473313249647617,0.317958727478981,0.022241222858428954,0.23329614102840424,0.17340798452496528
