"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"37",0.0433574168387264,0.610120687277017,0.0217971192241976,0.094252491098423,0.0679869305876174,0.162485354974019
"38",0.035300471798259,0.404711911513728,0.00473254665050013,0.0400020665366819,0.0457150438598897,0.469537959640941
"42",0.110621760548348,0.492445924281748,0.017959167654034,0.0817390768710362,0.0749281001817987,0.222305970463035
"43",0.0828802366279006,0.471490462482743,0.018902319436356,0.066105101214666,0.118195939555498,0.242425940682837
"44",0.0591316900419891,0.544073670746624,0.0136437060449966,0.0734388653085267,0.101514671324439,0.208197396533425
"45",0.0639789087787754,0.52992647916577,0.0035382997351415,0.0657545098822609,0.119687334685659,0.217114467752394
"49",0.235317338373407,0.484348233782395,0.0165061250987707,0.0842126916615445,0.0841634934146821,0.0954521176691998
"50",0.182225799680558,0.435341718964107,0.0381659281936327,0.081786049702281,0.144670264344648,0.117810239114773
"51",0.248377118365019,0.377146914964913,0.0141347097938649,0.0480919994474639,0.217905359846802,0.0943438975819376
"52",0.351116802267712,0.468105874323715,0.00552487069946638,0.0207075347981915,0.0291422155605196,0.125402702350395
"56",0.154566697616711,0.471264437498775,0.0116147473316175,0.0619233170946609,0.172878449282138,0.127752351176098
"57",0.253208764115768,0.5037089092417,0.0124727168669442,0.0483757246799531,0.0874261498254697,0.0948077352701654
"58",0.20198560184676,0.443732179255169,0.00710670250741664,0.0479023182473887,0.0768319081396408,0.222441290003625
"59",0.411621389124791,0.445585768587182,0.00339003917876207,0.0440240366972399,0.0361937438943301,0.0591850225176949
"63",0.106595966245014,0.665821231148891,0.0116049379077784,0.0835108536902569,0.0814124463560427,0.0510545646520174
"64",0.131723668459938,0.579670650081892,0.00879145408662383,0.0559587127209662,0.0909628046090511,0.132892710041529
"65",0.142171666593218,0.561904348441762,0.00764131610258937,0.0452926438154828,0.0897210686179039,0.153268956429044
"66",0.430538912622286,0.473602400763385,0.00146831786869011,0.0270613195698472,0.0145773628972238,0.0527516862785682
"70",0.0732122294716895,0.59688870704867,0.0859664664430954,0.0966015339390356,0.0683411145191879,0.0789899485783214
"71",0.0767622542656089,0.486936801866402,0.0157150550687494,0.0491964806351645,0.281309286948379,0.0900801212156964
"72",0.0962259536095343,0.518124171310583,0.0430964944882341,0.0705100191564822,0.0867090479150257,0.185334313520141
"73",0.553082804077911,0.245876642087154,0.00407674486371866,0.0400204271251615,0.0272772069113384,0.129666174934717
"77",0.17082898826231,0.531422176031133,0.0195482629906822,0.0673250638070987,0.136035548035145,0.0748399608736315
"78",0.116017692728413,0.482689416475192,0.0109369738609681,0.0897769265561589,0.22346524164947,0.0771137487297981
"79",0.10844730317938,0.685201988147091,0.021818403490524,0.0661481670041254,0.0889193241219029,0.0294648140569769
"80",0.063484849228308,0.588621529601045,0.0175875498106248,0.0548580117339951,0.0796683186399368,0.19577974098609
"81",0.102428386978575,0.509939120292759,0.0469928733263165,0.0760216044072887,0.212737871355706,0.0518801436393552
"82",0.11483960410961,0.673722511765773,0.00719344107005349,0.0360540289461527,0.0976308423799874,0.0705595717284233
"83",0.128125595086809,0.630341114207988,0.00315078579704064,0.0495712416166299,0.0215471120738936,0.167264151217639
"84",0.0739942182107425,0.540378614509693,0.0549673376187996,0.0743763726539774,0.0652247049758391,0.191058752030948
"85",0.152394151322033,0.436287043086511,0.0342105968182631,0.0680368056365555,0.11693517945588,0.192136223680758
"86",0.0428881373380326,0.591614662878208,0.0614647936865284,0.0724986422759272,0.123907794834618,0.107625968986686
"87",0.0566013140078711,0.530403909073356,0.0249680253251771,0.0881126041202808,0.126992556567043,0.172921590906272
"88",0.237323109497052,0.446737140138358,0.0125586160713577,0.0627624155030685,0.117371232683174,0.123247486106989
"89",0.104417123937567,0.533875587379827,0.123093310966025,0.101024661263072,0.0861829222369843,0.0514063942165253
"90",0.0808242027252535,0.670884564358115,0.0184026856012294,0.0697533683612729,0.0780874312740098,0.0820477476801191
"91",0.0430620070051702,0.377717228422796,0.404135384145517,0.0681891210137085,0.0481437841081779,0.0587524753046306
"92",0.0822512209856006,0.626160709705775,0.0489407119451106,0.0895143947915086,0.102482537633941,0.0506504249380635
"93",0.0455503778979802,0.481757887998951,0.0170080166522634,0.0627323119286731,0.0981929301871348,0.294758475334998
"94",0.0818223984629267,0.539690342242983,0.0439005981081965,0.0921833993294893,0.108861833042114,0.133541428814291
"95",0.0689320701700489,0.500029862454595,0.0904608295688225,0.0984228424432141,0.0850730198208262,0.157081375542494
"96",0.0480533611130222,0.532654767199891,0.0243819103056298,0.0919110628674744,0.202883490326138,0.100115408187845
"97",0.047683129545938,0.628806727793714,0.00971290830531741,0.0746518697194488,0.0381439158940824,0.2010014487415
"101",0.0577141508064818,0.296957107740663,0.0571734972904468,0.0549750518597813,0.369754666365343,0.163425525937284
"102",0.110128916096499,0.335876867259253,0.183224422179003,0.0716029937243292,0.111005212970061,0.188161587770855
"103",0.0568672232455881,0.360275866217186,0.197444331412642,0.0735499200454456,0.118216178196293,0.193646480882845
"104",0.00677675651842932,0.00210722094613313,0.00524248651203108,0.00344693302254915,0.173328190999337,0.809098412001521
"109",0.0223650637265966,0.044479162293234,0.411694554375299,0.0475124386115848,0.0749773675370819,0.398971413456204
"110",0.0200830450973311,0.141633505113722,0.641460171555262,0.133916610445909,0.0372885180949747,0.0256181496928014
